catchment,year,month,core_number,substrate_type,inorganic_g,organic_g,inorganic_gperm2,organic_gperm2,totalsediment_gperm2
33,1995,june,10,very fine,4.256000000000004,3.1615999999999893,170.24000000000015,126.46399999999956,296.7039999999997
33,1995,october,1,fine,0.5445000000000002,0.6062999999999996,21.78000000000001,24.251999999999985,46.032
33,1995,october,1,coarse,0.03539999999999987,0.09610000000000007,1.4159999999999946,3.844000000000003,5.259999999999998
33,1995,october,1,very fine,14.896000000000011,5.076799999999979,595.8400000000004,203.07199999999915,798.9119999999996
33,1995,october,2,fine,0.6862000000000001,0.6617999999999999,27.448000000000004,26.472,53.92
33,1995,october,2,coarse,0.04249999999999998,0.1381000000000001,1.6999999999999993,5.5240000000000045,7.224000000000004
33,1995,october,2,very fine,12.69200000000002,5.365599999999981,507.68000000000075,214.62399999999923,722.304
33,1995,october,3,fine,0.5544000000000002,0.3632,22.17600000000001,14.528,36.70400000000001
33,1995,october,3,coarse,0.00660000000000016,0.02889999999999992,0.2640000000000064,1.155999999999997,1.4200000000000035
33,1995,october,3,very fine,4.058399999999992,1.2008000000000028,162.33599999999967,48.03200000000011,210.36799999999977
33,1995,october,4,fine,0.4478,0.6547000000000001,17.912,26.188,44.099999999999994
33,1995,october,4,coarse,0.02170000000000005,0.12050000000000004,0.8680000000000019,4.820000000000002,5.688000000000004
33,1995,october,4,very fine,5.60879999999999,2.462399999999999,224.35199999999958,98.49599999999995,322.8479999999995
33,1995,october,5,fine,1.0199,0.6107,40.796,24.428,65.224
33,1995,october,5,coarse,0.1362000000000001,0.22019999999999995,5.448000000000004,8.807999999999998,14.256000000000002
33,1995,october,5,very fine,29.18399999999999,5.076799999999984,1167.3599999999994,203.07199999999935,1370.4319999999989
33,1995,october,6,fine,3.0683,1.3530000000000006,122.73199999999999,54.120000000000026,176.852
33,1995,october,6,coarse,0.0403,0.07830000000000004,1.612,3.1320000000000014,4.7440000000000015
33,1995,october,6,very fine,20.383200000000016,7.979999999999997,815.3280000000007,319.1999999999999,1134.5280000000005
33,1995,october,7,fine,1.115,0.7841,44.599999999999994,31.364,75.964
33,1995,october,7,coarse,0.01380000000000003,0.1027,0.5520000000000012,4.1080000000000005,4.660000000000002
33,1995,october,7,very fine,8.98319999999999,3.876000000000012,359.3279999999996,155.04000000000048,514.368
33,1995,october,8,fine,0.7595,0.5255000000000001,30.379999999999995,21.020000000000003,51.4
33,1995,october,8,coarse,0.03190000000000003,0.08319999999999994,1.2760000000000011,3.3279999999999976,4.603999999999999
33,1995,october,8,very fine,13.360800000000014,3.9368000000000034,534.4320000000005,157.47200000000015,691.9040000000007
33,1995,october,9,fine,0.9687000000000001,0.7837999999999998,38.748000000000005,31.351999999999993,70.1
33,1995,october,9,coarse,0.04020000000000001,0.12470000000000005,1.608,4.988000000000001,6.596000000000002
33,1995,october,9,very fine,11.597600000000003,4.833600000000006,463.9040000000001,193.34400000000025,657.2480000000004
33,1995,october,10,fine,0.05230000000000001,0.1937,2.0920000000000005,7.748,9.84
