catchment,year,month,distance_m,width_m,rockyoutcrop_percent,boulder_percent,rubble_percent,gravel_percent,detritus_percent,sandsilt_percent,woodbarrier_count,rockbarrier_count,smallbranches_count,largebranches_count,totalbranches_count,trees_count,largeleafpack_count,smallleafpack_count,run_percent,riffle_percent,pool_percent,plungepool_percent,falls_percent,deciduous_percent,coniferous_percent,canopyarea_percent,slope,depth1_cm,depth2_cm,depth3_cm,depth4_cm,depth5_cm
32,1996,august,30,0.7,0,40,60,0,0,0,0,0,NA,0,13,1,4,1,0,100,0,0,0,50,50,50,NA,NA,NA,NA,NA,NA
32,1996,august,40,0.5,0,30,10,0,60,0,3,0,NA,0,25,2,1,1,0,40,60,0,0,40,60,100,low,NA,NA,NA,NA,NA
32,1996,august,50,1.1,0,60,10,0,30,0,3,0,NA,0,31,1,6,1,0,60,40,0,0,30,70,100,low,NA,NA,NA,NA,NA
32,1996,august,60,1.4,10,40,0,0,50,0,2,0,NA,0,58,3,8,0,0,70,20,0,10,40,60,100,moderate,NA,NA,NA,NA,NA
32,1996,august,70,1.2,0,60,30,0,10,0,0,0,NA,0,26,2,3,1,0,90,10,0,0,40,60,50,moderate,NA,NA,NA,NA,NA
32,1996,august,80,1,20,10,10,0,60,0,3,0,NA,0,38,2,4,0,0,65,30,5,0,50,50,50,moderate,NA,NA,NA,NA,NA
32,1996,august,90,1,0,30,30,0,40,0,2,0,NA,0,58,2,5,3,0,50,30,0,20,40,60,100,steep,NA,NA,NA,NA,NA
32,1996,august,100,1.2,0,20,40,0,30,10,2,0,NA,0,33,2,2,1,0,25,60,5,10,95,5,100,moderate,NA,NA,NA,NA,NA
32,1996,august,110,1,0,40,10,0,50,0,4,0,NA,0,31,2,1,1,40,30,30,0,0,100,0,100,moderate,NA,NA,NA,NA,NA
32,1996,august,120,1.3,0,10,70,0,20,0,2,1,NA,0,18,3,4,3,10,60,30,0,0,100,0,100,moderate,NA,NA,NA,NA,NA
32,1996,august,130,1.1,0,10,60,0,30,0,2,0,NA,0,34,2,2,2,0,70,30,0,0,95,5,100,moderate,NA,NA,NA,NA,NA
32,1996,august,140,1,0,0,30,0,70,0,1,0,NA,0,26,1,1,0,10,20,70,0,0,95,5,100,low,NA,NA,NA,NA,NA
32,1996,august,150,1.3,0,0,5,0,95,0,1,0,NA,0,40,3,4,0,40,20,40,0,0,100,0,100,low,NA,NA,NA,NA,NA
32,1996,august,155,1,0,0,0,0,100,0,1,0,NA,0,5,1,2,0,15,0,85,0,0,100,0,55,NA,NA,NA,NA,NA,NA
32,1997,july,10,1.2,0,10,50,40,0,0,0,0,NA,0,8,0,5,1,0,90,0,5,5,60,40,85,moderate,NA,NA,NA,NA,NA
32,1997,july,20,0.9,0,30,40,30,0,0,0,0,NA,2,10,2,2,5,0,90,0,5,5,75,25,60,steep,NA,NA,NA,NA,NA
32,1997,july,30,1.2,0,40,40,20,0,0,0,0,NA,2,3,2,1,9,0,100,0,0,0,70,30,40,steep,NA,NA,NA,NA,NA
32,1997,july,40,1,0,20,10,10,30,30,1,0,NA,2,6,1,3,0,0,100,0,0,0,25,75,70,low,NA,NA,NA,NA,NA
32,1997,july,50,1,0,0,40,20,20,20,2,0,NA,2,34,0,4,0,0,90,10,0,0,25,75,70,moderate,NA,NA,NA,NA,NA
32,1997,july,60,1.5,0,40,20,10,30,0,3,0,NA,6,40,3,6,3,0,50,40,10,0,50,50,90,steep,NA,NA,NA,NA,NA
32,1997,july,70,2,0,40,30,10,10,10,1,0,NA,0,16,2,6,2,0,85,15,0,0,50,50,70,steep,NA,NA,NA,NA,NA
32,1997,july,80,1.1,0,40,20,10,20,10,4,0,NA,0,35,2,4,1,0,75,20,0,5,40,60,50,steep,NA,NA,NA,NA,NA
32,1997,july,90,0.6,0,20,40,10,20,10,3,0,NA,0,10,1,5,7,0,50,40,5,5,30,70,70,steep,NA,NA,NA,NA,NA
32,1997,july,100,1.1,0,10,40,10,10,30,3,0,NA,3,19,0,3,1,0,45,50,0,5,95,5,95,steep,NA,NA,NA,NA,NA
32,1997,july,110,1.3,0,20,30,10,20,20,3,0,NA,5,76,2,6,3,0,65,30,0,5,95,5,95,steep,NA,NA,NA,NA,NA
32,1997,july,120,1.2,0,10,70,10,10,0,1,0,NA,1,11,0,22,2,0,100,0,0,0,95,5,60,steep,NA,NA,NA,NA,NA
32,1997,july,130,1.3,0,10,50,10,20,10,1,0,NA,0,18,2,6,2,0,60,40,0,0,90,10,95,moderate,NA,NA,NA,NA,NA
32,1997,july,140,1.2,0,10,40,0,20,30,2,0,NA,2,11,0,2,0,0,35,60,0,5,95,5,80,low,NA,NA,NA,NA,NA
32,1997,july,150,0.9,0,5,5,0,90,0,2,0,NA,5,19,3,1,1,40,10,50,0,0,100,0,40,low,NA,NA,NA,NA,NA
32,1998,july,10,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,NA,0,3,2,NA,NA,NA,NA,NA,25,75,50,NA,NA,NA,NA,NA,NA
32,1998,july,20,NA,NA,NA,NA,NA,NA,NA,0,0,24,1,NA,0,1,13,NA,NA,NA,NA,NA,90,10,80,NA,NA,NA,NA,NA,NA
32,1998,july,30,NA,NA,NA,NA,NA,NA,NA,0,0,31,1,NA,0,0,14,NA,NA,NA,NA,NA,95,5,90,NA,NA,NA,NA,NA,NA
32,1998,july,40,NA,NA,NA,NA,NA,NA,NA,0,0,38,0,NA,0,0,11,NA,NA,NA,NA,NA,90,10,90,NA,NA,NA,NA,NA,NA
32,1998,july,50,NA,NA,NA,NA,NA,NA,NA,0,0,48,4,NA,2,4,2,NA,NA,NA,NA,NA,65,35,95,NA,NA,NA,NA,NA,NA
32,1998,july,60,NA,NA,NA,NA,NA,NA,NA,0,0,93,2,NA,1,1,13,NA,NA,NA,NA,NA,15,85,100,NA,NA,NA,NA,NA,NA
32,1998,july,70,NA,NA,NA,NA,NA,NA,NA,0,0,75,2,NA,0,4,8,NA,NA,NA,NA,NA,85,15,90,NA,NA,NA,NA,NA,NA
32,1998,july,80,NA,NA,NA,NA,NA,NA,NA,0,0,56,1,NA,2,4,11,NA,NA,NA,NA,NA,60,40,90,NA,NA,NA,NA,NA,NA
32,1998,july,90,NA,NA,NA,NA,NA,NA,NA,1,0,40,1,NA,0,2,6,NA,NA,NA,NA,NA,90,10,40,NA,NA,NA,NA,NA,NA
32,1998,july,100,NA,NA,NA,NA,NA,NA,NA,0,0,75,2,NA,0,5,7,NA,NA,NA,NA,NA,50,50,80,NA,NA,NA,NA,NA,NA
32,1998,july,110,NA,NA,NA,NA,NA,NA,NA,2,0,28,0,NA,0,0,4,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,1998,july,120,NA,NA,NA,NA,NA,NA,NA,1,0,45,0,NA,2,1,8,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,1998,july,130,NA,NA,NA,NA,NA,NA,NA,0,0,32,0,NA,0,1,8,NA,NA,NA,NA,NA,100,0,85,NA,NA,NA,NA,NA,NA
32,1998,july,140,NA,NA,NA,NA,NA,NA,NA,0,0,42,3,NA,0,1,10,NA,NA,NA,NA,NA,100,0,80,NA,NA,NA,NA,NA,NA
32,1998,july,150,NA,NA,NA,NA,NA,NA,NA,1,0,42,2,NA,0,2,4,NA,NA,NA,NA,NA,100,0,95,NA,NA,NA,NA,NA,NA
32,1998,july,160,NA,NA,NA,NA,NA,NA,NA,0,0,30,0,NA,0,0,3,NA,NA,NA,NA,NA,100,0,95,NA,NA,NA,NA,NA,NA
32,1998,july,170,NA,NA,NA,NA,NA,NA,NA,0,0,42,3,NA,1,4,0,NA,NA,NA,NA,NA,100,0,75,NA,NA,NA,NA,NA,NA
32,1998,july,180,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,100,0,80,NA,NA,NA,NA,NA,NA
32,1998,july,190,NA,NA,NA,NA,NA,NA,NA,0,0,48,0,NA,0,3,1,NA,NA,NA,NA,NA,95,5,90,NA,NA,NA,NA,NA,NA
32,1998,july,200,NA,NA,NA,NA,NA,NA,NA,0,0,24,0,NA,0,0,10,NA,NA,NA,NA,NA,100,0,80,NA,NA,NA,NA,NA,NA
32,1998,july,210,NA,NA,NA,NA,NA,NA,NA,1,0,26,0,NA,0,3,5,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,1998,july,220,NA,NA,NA,NA,NA,NA,NA,0,0,32,0,NA,0,2,13,NA,NA,NA,NA,NA,100,0,85,NA,NA,NA,NA,NA,NA
32,1999,july,10,NA,NA,NA,NA,NA,NA,NA,0,1,33,0,NA,0,0,3,NA,NA,NA,NA,NA,50,50,95,NA,NA,NA,NA,NA,NA
32,1999,july,20,NA,NA,NA,NA,NA,NA,NA,0,0,34,1,NA,0,0,4,NA,NA,NA,NA,NA,90,10,85,NA,NA,NA,NA,NA,NA
32,1999,july,30,NA,NA,NA,NA,NA,NA,NA,0,1,35,0,NA,0,0,4,NA,NA,NA,NA,NA,95,5,90,NA,NA,NA,NA,NA,NA
32,1999,july,40,NA,NA,NA,NA,NA,NA,NA,0,1,35,0,NA,0,0,0,NA,NA,NA,NA,NA,60,40,95,NA,NA,NA,NA,NA,NA
32,1999,july,50,NA,NA,NA,NA,NA,NA,NA,0,0,53,0,NA,1,0,2,NA,NA,NA,NA,NA,50,50,85,NA,NA,NA,NA,NA,NA
32,1999,july,60,NA,NA,NA,NA,NA,NA,NA,0,0,132,1,NA,0,4,5,NA,NA,NA,NA,NA,40,60,95,NA,NA,NA,NA,NA,NA
32,1999,july,70,NA,NA,NA,NA,NA,NA,NA,1,0,74,0,NA,1,2,3,NA,NA,NA,NA,NA,50,50,95,NA,NA,NA,NA,NA,NA
32,1999,july,80,NA,NA,NA,NA,NA,NA,NA,0,0,100,1,NA,1,4,2,NA,NA,NA,NA,NA,50,50,75,NA,NA,NA,NA,NA,NA
32,1999,july,90,NA,NA,NA,NA,NA,NA,NA,0,0,82,2,NA,0,4,2,NA,NA,NA,NA,NA,40,60,95,NA,NA,NA,NA,NA,NA
32,1999,july,100,NA,NA,NA,NA,NA,NA,NA,0,0,95,1,NA,0,3,2,NA,NA,NA,NA,NA,80,20,95,NA,NA,NA,NA,NA,NA
32,1999,july,110,NA,NA,NA,NA,NA,NA,NA,2,0,55,1,NA,0,0,2,NA,NA,NA,NA,NA,100,0,95,NA,NA,NA,NA,NA,NA
32,1999,july,120,NA,NA,NA,NA,NA,NA,NA,0,0,60,0,NA,0,2,5,NA,NA,NA,NA,NA,100,0,95,NA,NA,NA,NA,NA,NA
32,1999,july,130,NA,NA,NA,NA,NA,NA,NA,0,0,42,3,NA,0,1,5,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,1999,july,140,NA,NA,NA,NA,NA,NA,NA,0,0,52,1,NA,0,3,5,NA,NA,NA,NA,NA,95,5,95,NA,NA,NA,NA,NA,NA
32,1999,july,150,NA,NA,NA,NA,NA,NA,NA,1,0,24,1,NA,0,0,1,NA,NA,NA,NA,NA,95,5,95,NA,NA,NA,NA,NA,NA
32,1999,july,160,NA,NA,NA,NA,NA,NA,NA,0,0,52,2,NA,1,1,2,NA,NA,NA,NA,NA,100,0,95,NA,NA,NA,NA,NA,NA
32,1999,july,170,NA,NA,NA,NA,NA,NA,NA,0,0,62,3,NA,0,0,1,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,1999,july,180,NA,NA,NA,NA,NA,NA,NA,1,0,46,2,NA,1,0,0,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,1999,july,190,NA,NA,NA,NA,NA,NA,NA,0,0,32,1,NA,0,1,1,NA,NA,NA,NA,NA,100,0,95,NA,NA,NA,NA,NA,NA
32,1999,july,200,NA,NA,NA,NA,NA,NA,NA,0,0,30,1,NA,0,0,2,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,1999,july,210,NA,NA,NA,NA,NA,NA,NA,0,0,22,0,NA,0,0,7,NA,NA,NA,NA,NA,100,0,80,NA,NA,NA,NA,NA,NA
32,1999,july,220,NA,NA,NA,NA,NA,NA,NA,0,0,40,0,NA,1,6,2,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,1999,july,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2000,july,10,1.9,NA,NA,NA,NA,NA,NA,0,0,95,1,NA,0,3,9,NA,NA,NA,NA,NA,50,50,95,NA,4,5,5,3,1
32,2000,july,20,2.1,NA,NA,NA,NA,NA,NA,0,0,105,2,NA,0,12,5,NA,NA,NA,NA,NA,90,10,75,NA,NA,NA,NA,NA,NA
32,2000,july,30,1.6,NA,NA,NA,NA,NA,NA,0,0,85,1,NA,0,3,12,NA,NA,NA,NA,NA,85,15,75,NA,NA,NA,NA,NA,NA
32,2000,july,40,1.1,NA,NA,NA,NA,NA,NA,0,0,120,1,NA,0,1,9,NA,NA,NA,NA,NA,NA,NA,90,NA,4,4,1,1,1
32,2000,july,50,1.2,NA,NA,NA,NA,NA,NA,1,0,250,1,NA,0,4,6,NA,NA,NA,NA,NA,75,25,90,NA,9,9,11,10,6
32,2000,july,60,1.3,NA,NA,NA,NA,NA,NA,0,0,220,1,NA,0,13,2,NA,NA,NA,NA,NA,60,40,90,NA,7,5,7,4,2
32,2000,july,70,1.7,NA,NA,NA,NA,NA,NA,0,0,320,1,NA,0,9,12,NA,NA,NA,NA,NA,50,50,90,NA,5,4,1,1,1
32,2000,july,80,2,NA,NA,NA,NA,NA,NA,1,0,240,3,NA,1,7,7,NA,NA,NA,NA,NA,60,40,75,NA,5,5,3,2,1
32,2000,july,90,2.3,NA,NA,NA,NA,NA,NA,2,0,150,0,NA,0,9,4,NA,NA,NA,NA,NA,50,50,75,NA,15,15,26,15,10
32,2000,july,100,1.5,NA,NA,NA,NA,NA,NA,0,0,150,0,NA,0,8,9,NA,NA,NA,NA,NA,60,40,90,NA,10,15,23,24,10
32,2000,july,110,1.7,NA,NA,NA,NA,NA,NA,2,0,150,0,NA,0,4,11,NA,NA,NA,NA,NA,80,20,90,NA,10,19,24,15,7
32,2000,july,120,1.2,NA,NA,NA,NA,NA,NA,2,0,125,0,NA,0,4,7,NA,NA,NA,NA,NA,90,10,90,NA,7,10,14,7,6
32,2000,july,130,1.2,NA,NA,NA,NA,NA,NA,1,0,75,1,NA,0,5,4,NA,NA,NA,NA,NA,90,10,90,NA,3,1,6,5,2
32,2000,july,140,1.7,NA,NA,NA,NA,NA,NA,0,0,195,2,NA,0,10,2,NA,NA,NA,NA,NA,95,5,90,NA,5,6,5,4,3
32,2000,july,150,1.4,NA,NA,NA,NA,NA,NA,1,0,65,0,NA,0,4,4,NA,NA,NA,NA,NA,95,5,90,NA,3,3,2,1,4
32,2000,july,160,1.6,NA,NA,NA,NA,NA,NA,0,0,165,1,NA,0,3,2,NA,NA,NA,NA,NA,100,0,90,NA,10,10,14,18,10
32,2000,july,170,1.2,NA,NA,NA,NA,NA,NA,0,0,185,0,NA,0,4,2,NA,NA,NA,NA,NA,100,0,90,NA,3,6,8,9,5
32,2000,july,180,1.2,NA,NA,NA,NA,NA,NA,0,0,300,0,NA,1,0,0,NA,NA,NA,NA,NA,100,0,90,NA,5,5,4,3,2
32,2000,july,190,1.2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,95,5,90,NA,NA,NA,NA,NA,NA
32,2000,july,200,1.5,NA,NA,NA,NA,NA,NA,0,0,150,0,NA,0,0,0,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,2000,july,210,1.6,NA,NA,NA,NA,NA,NA,0,0,120,0,NA,0,13,4,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,2000,july,220,1.4,NA,NA,NA,NA,NA,NA,0,0,120,0,NA,0,0,0,NA,NA,NA,NA,NA,100,0,90,NA,NA,NA,NA,NA,NA
32,2000,july,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1996,august,10,1.6,0,25,75,0,0,0,0,0,NA,0,20,2,1,3,0,80,0,10,10,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,20,1.7,0,30,50,0,20,0,3,0,NA,0,22,1,0,2,0,55,20,15,10,95,5,100,moderate,NA,NA,NA,NA,NA
33,1996,august,30,3.7,0,10,40,30,20,0,0,0,NA,0,30,0,1,6,0,95,0,5,0,95,5,100,moderate,NA,NA,NA,NA,NA
33,1996,august,40,2.3,0,15,85,0,0,0,0,0,NA,0,32,5,1,13,0,97,0,3,0,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,50,2.5,0,40,55,0,5,0,1,0,NA,0,23,3,3,2,0,70,0,15,15,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,60,1.5,0,40,40,0,20,0,1,0,NA,2,33,1,2,2,0,60,30,0,10,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,70,3.2,0,40,50,0,10,0,4,0,NA,0,38,3,5,3,0,30,60,0,10,100,0,100,steep,NA,NA,NA,NA,NA
33,1996,august,80,2.1,30,30,40,0,0,0,2,0,NA,0,60,4,6,2,5,70,5,0,20,100,0,100,steep,NA,NA,NA,NA,NA
33,1996,august,90,1.6,20,20,60,0,0,0,1,0,NA,5,14,4,2,1,0,70,20,0,10,95,5,NA,steep,NA,NA,NA,NA,NA
33,1996,august,100,1.4,30,15,55,0,0,0,0,0,NA,4,36,4,3,5,5,80,5,0,10,95,5,100,moderate,NA,NA,NA,NA,NA
33,1996,august,110,1.1,40,20,40,0,0,0,0,0,NA,0,24,1,5,6,5,80,0,0,15,95,5,100,moderate,NA,NA,NA,NA,NA
33,1996,august,120,2.2,0,20,80,0,0,0,1,0,NA,0,31,2,2,6,0,95,0,0,5,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,130,1.4,0,15,85,0,0,0,0,0,NA,0,11,1,1,6,0,93,0,5,2,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,140,2.4,0,25,75,0,0,0,0,0,NA,0,19,4,3,5,5,90,0,0,5,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,150,1.6,0,30,10,30,30,0,2,0,NA,0,28,1,1,3,0,40,50,5,5,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,160,1.3,30,20,30,20,0,0,0,0,NA,0,23,3,5,7,0,80,10,0,10,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,170,1.8,80,0,15,5,0,0,0,0,NA,2,31,2,3,1,0,90,5,0,5,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,180,0.8,0,20,30,30,20,0,2,0,NA,0,26,1,2,4,0,70,20,5,5,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,190,2.3,0,0,30,20,50,0,2,0,NA,2,16,0,1,0,8,40,50,2,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,200,1.5,5,10,75,10,0,0,0,0,NA,0,17,1,4,3,10,85,5,0,0,95,5,100,moderate,NA,NA,NA,NA,NA
33,1996,august,210,2.8,0,30,50,10,10,0,1,0,NA,0,21,0,2,2,0,90,10,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,220,2.9,0,50,10,20,20,0,3,0,NA,0,12,0,0,5,0,45,50,0,5,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,230,2.7,0,30,20,20,30,0,1,0,NA,0,18,2,0,5,0,40,60,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,240,1.6,0,20,20,60,0,0,0,0,NA,3,9,3,0,8,10,80,10,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,250,1.9,0,40,10,20,30,0,2,0,NA,2,24,0,3,0,0,40,60,0,0,100,0,90,NA,NA,NA,NA,NA,NA
33,1996,august,260,2.6,0,35,30,0,35,0,3,0,NA,0,15,0,0,3,65,20,15,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,270,1.3,0,60,10,0,30,0,2,0,NA,0,21,3,1,1,0,65,35,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,280,1.6,0,80,8,0,10,2,1,1,NA,0,11,0,0,8,0,35,65,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,290,1.8,0,90,0,0,10,0,0,3,NA,0,8,1,3,0,0,5,95,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,300,1.8,0,87,3,0,10,0,1,2,NA,0,12,1,3,1,0,35,65,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,310,1.6,0,65,25,0,10,0,1,2,NA,0,11,0,1,5,0,75,25,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,320,1.8,0,35,45,0,20,0,2,1,NA,3,24,1,0,4,10,60,30,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,330,1.4,0,50,30,0,20,0,2,1,NA,0,18,2,1,4,10,20,70,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,340,1.4,0,50,20,0,30,0,2,0,NA,0,24,0,2,2,0,30,70,0,0,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,350,1.3,0,80,10,0,10,0,1,1,NA,0,22,0,0,5,15,10,75,0,0,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,360,1.4,0,85,8,0,7,0,2,0,NA,0,35,0,3,2,0,30,70,0,0,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,370,1,0,40,20,0,40,0,1,1,NA,0,17,1,6,3,20,65,15,0,0,100,0,100,moderate,NA,NA,NA,NA,NA
33,1996,august,380,1.5,0,65,0,0,35,0,3,0,NA,0,18,0,0,4,10,5,85,0,0,100,0,80,moderate,NA,NA,NA,NA,NA
33,1996,august,390,1.4,0,70,0,0,30,0,2,1,NA,0,14,1,1,5,30,0,70,0,0,100,0,70,moderate,NA,NA,NA,NA,NA
33,1996,august,400,1.2,0,65,0,0,35,0,2,1,NA,2,10,0,1,2,30,0,70,0,0,100,0,60,moderate,NA,NA,NA,NA,NA
33,1996,august,410,1.2,10,70,0,0,20,0,2,1,NA,0,18,1,4,6,30,10,60,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,420,1.3,0,60,0,0,40,0,2,0,NA,3,30,1,2,5,30,0,70,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1996,august,430,1,NA,NA,NA,NA,NA,NA,4,1,NA,0,7,0,0,0,10,0,90,0,0,100,0,100,low,NA,NA,NA,NA,NA
33,1997,july,10,2.6,0,10,40,40,10,0,1,0,NA,0,4,1,1,0,0,70,25,5,0,95,5,95,steep,NA,NA,NA,NA,NA
33,1997,july,20,2.2,0,30,20,30,20,0,3,0,NA,0,3,0,0,1,0,55,40,5,0,90,10,70,steep,NA,NA,NA,NA,NA
33,1997,july,30,2.1,0,10,30,30,20,10,0,0,NA,0,12,0,3,4,0,70,30,0,0,90,10,95,moderate,NA,NA,NA,NA,NA
33,1997,july,40,2.3,0,20,40,30,10,0,0,0,NA,0,9,1,0,5,0,65,30,5,0,85,15,95,moderate,NA,NA,NA,NA,NA
33,1997,july,50,2.3,0,30,40,20,10,0,3,0,NA,3,6,0,0,1,0,58,35,5,2,85,15,45,moderate,NA,NA,NA,NA,NA
33,1997,july,60,2.9,0,30,30,30,10,0,0,0,NA,0,8,5,4,6,0,65,30,0,5,90,10,90,steep,NA,NA,NA,NA,NA
33,1997,july,70,3.7,0,40,30,20,10,0,3,0,NA,4,4,1,0,2,0,45,50,0,5,95,5,60,steep,NA,NA,NA,NA,NA
33,1997,july,80,3.6,30,30,20,10,10,0,0,0,NA,0,37,4,6,3,0,60,30,0,10,90,10,80,steep,NA,NA,NA,NA,NA
33,1997,july,90,1.4,20,20,40,20,0,0,1,0,NA,3,5,2,2,5,0,55,35,0,10,70,30,40,steep,NA,NA,NA,NA,NA
33,1997,july,100,1.3,60,15,15,10,0,0,1,1,NA,0,15,0,2,2,0,40,30,0,30,95,5,30,steep,NA,NA,NA,NA,NA
33,1997,july,110,1.6,10,30,40,20,0,0,1,0,NA,3,8,2,2,3,0,70,10,0,20,95,5,75,moderate,NA,NA,NA,NA,NA
33,1997,july,120,3.2,0,20,40,30,10,0,1,0,NA,0,6,2,1,3,0,95,5,0,0,95,5,95,moderate,NA,NA,NA,NA,NA
33,1997,july,130,1.8,10,20,40,30,0,0,1,0,NA,2,5,1,4,4,0,100,0,0,0,90,10,90,moderate,NA,NA,NA,NA,NA
33,1997,july,140,1.3,10,30,30,20,10,0,1,0,NA,0,11,1,6,5,0,75,20,0,5,100,0,90,moderate,NA,NA,NA,NA,NA
33,1997,july,150,2.8,10,40,20,20,10,0,1,0,NA,0,9,1,5,5,0,60,30,0,10,60,40,95,moderate,NA,NA,NA,NA,NA
33,1997,july,160,2.6,80,0,10,10,0,0,0,0,NA,0,10,1,4,3,0,40,0,0,60,100,0,95,moderate,NA,NA,NA,NA,NA
33,1997,july,170,1.8,0,20,40,30,10,0,2,0,NA,0,5,2,2,2,0,85,10,0,5,100,0,95,moderate,NA,NA,NA,NA,NA
33,1997,july,180,1.5,0,20,30,30,10,10,0,0,NA,0,10,0,6,1,0,80,20,0,0,85,15,85,moderate,NA,NA,NA,NA,NA
33,1997,july,190,1.6,0,30,40,10,20,0,1,0,NA,2,29,1,8,3,0,90,10,0,0,95,5,90,moderate,NA,NA,NA,NA,NA
33,1997,july,200,3.2,0,50,30,10,10,0,1,0,NA,0,14,1,2,4,0,94,1,0,5,100,0,90,moderate,NA,NA,NA,NA,NA
33,1997,july,210,2.2,0,60,30,10,0,0,3,0,NA,0,13,0,4,7,0,75,20,0,5,100,0,95,moderate,NA,NA,NA,NA,NA
33,1997,july,220,2.9,0,30,30,30,10,0,1,0,NA,0,11,1,2,5,0,80,20,0,0,100,0,80,moderate,NA,NA,NA,NA,NA
33,1997,july,230,1.2,0,40,30,20,10,0,1,0,NA,0,5,1,0,3,0,95,5,0,0,100,0,85,moderate,NA,NA,NA,NA,NA
33,1997,july,240,2.5,0,20,40,20,20,0,2,1,NA,2,12,0,8,2,0,90,10,0,0,100,0,70,moderate,NA,NA,NA,NA,NA
33,1997,july,250,1.4,0,30,40,10,20,0,1,0,NA,0,6,3,1,4,0,95,5,0,0,100,0,75,moderate,NA,NA,NA,NA,NA
33,1997,july,260,2,0,40,40,20,0,0,2,0,NA,0,12,2,6,2,0,95,5,0,0,100,0,40,moderate,NA,NA,NA,NA,NA
33,1997,july,270,2.5,0,80,10,0,10,0,1,0,NA,1,7,0,5,2,0,98,2,0,0,100,0,90,moderate,NA,NA,NA,NA,NA
33,1997,july,280,1.6,0,70,20,0,10,0,1,1,NA,0,8,1,6,3,0,95,5,0,0,100,0,80,moderate,NA,NA,NA,NA,NA
33,1997,july,290,1.2,0,60,40,0,0,0,0,0,NA,0,8,0,4,2,0,95,5,0,0,100,0,95,moderate,NA,NA,NA,NA,NA
33,1997,july,300,1.4,0,40,60,0,0,0,2,0,NA,2,16,0,5,7,0,90,10,0,0,100,0,70,moderate,NA,NA,NA,NA,NA
33,1997,july,310,1.3,0,40,50,0,10,0,2,0,NA,0,13,0,8,6,0,90,10,0,0,100,0,80,moderate,NA,NA,NA,NA,NA
33,1997,july,320,1.9,0,60,30,0,10,0,2,0,NA,0,9,0,4,3,0,95,5,0,0,100,0,90,moderate,NA,NA,NA,NA,NA
